image,class
dataset/thaa/z8iAndalus_25 size.jpg,thaa
dataset/thaa/z8iAndalus_26 size.jpg,thaa
dataset/thaa/z8iAndalus_27 size.jpg,thaa
dataset/thaa/z8iAndalus_28 size.jpg,thaa
dataset/thaa/z8Typesetting_27 size.jpg,thaa
dataset/thaa/z8Typesetting_28 size.jpg,thaa
dataset/thaa/z8Typesetting_30 size.jpg,thaa
dataset/thaa/z8Typesetting_31 size.jpg,thaa
dataset/thaa/z8Typesetting_32 size.jpg,thaa
dataset/thaa/z8Unicode_17 size.jpg,thaa
dataset/thaa/z8Unicode_18 size.jpg,thaa
dataset/thaa/z8Unicode_19 size.jpg,thaa
dataset/thaa/z8Unicode_20 size.jpg,thaa
dataset/thaa/z9iAndalus_24 size.jpg,thaa
dataset/thaa/z9iAndalus_25 size.jpg,thaa
dataset/thaa/z9iAndalus_26 size.jpg,thaa
dataset/thaa/z9Typesetting_27 size.jpg,thaa
dataset/thaa/z9Typesetting_29 size.jpg,thaa
dataset/thaa/z9Typesetting_30 size.jpg,thaa
dataset/thaa/z9Unicode_17 size.jpg,thaa
dataset/thaa/z9Unicode_18 size.jpg,thaa
dataset/thaa/z9Unicode_19 size.jpg,thaa
dataset/waw/iAndalus_30 size104.jpg,waw
dataset/waw/iAndalus_30 size105.jpg,waw
dataset/waw/iAndalus_37 size91.jpg,waw
dataset/waw/iAndalus_37 size92.jpg,waw
dataset/waw/iAndalus_38 size115.jpg,waw
dataset/waw/iAndalus_38 size90.jpg,waw
dataset/waw/iAndalus_39 size114.jpg,waw
dataset/waw/iAndalus_39 size115.jpg,waw
dataset/waw/iArial_12 size85.jpg,waw
dataset/waw/iArial_12 size86.jpg,waw
dataset/waw/iArial_13 size75.jpg,waw
dataset/waw/iArial_13 size76.jpg,waw
dataset/waw/iArial_14 size110.jpg,waw
dataset/waw/iArial_14 size111.jpg,waw
dataset/waw/iArial_15 size103.jpg,waw
dataset/waw/iArial_15 size104.jpg,waw
dataset/waw/iArial_16 size96.jpg,waw
dataset/waw/iArial_16 size97.jpg,waw
dataset/waw/iArial_17 size84.jpg,waw
dataset/waw/iArial_17 size85.jpg,waw
dataset/waw/iArial_18 size113.jpg,waw
dataset/waw/iArial_18 size114.jpg,waw
dataset/waw/iArial_19 size108.jpg,waw
dataset/waw/iArial_19 size109.jpg,waw
dataset/waw/iArial_20 size101.jpg,waw
dataset/waw/iArial_20 size102.jpg,waw
dataset/waw/iArial_21 size93.jpg,waw
dataset/waw/iArial_21 size94.jpg,waw
dataset/waw/iArial_22 size84.jpg,waw
dataset/waw/iArial_22 size85.jpg,waw
dataset/waw/iArial_23 size110.jpg,waw
dataset/waw/iArial_23 size111.jpg,waw
dataset/waw/iArial_24 size107.jpg,waw
dataset/waw/iArial_24 size108.jpg,waw
dataset/waw/iArial_25 size100.jpg,waw
dataset/waw/iArial_25 size101.jpg,waw
dataset/waw/iArial_26 size90.jpg,waw
dataset/waw/iArial_26 size91.jpg,waw
dataset/waw/iArial_27 size111.jpg,waw
dataset/waw/iArial_27 size112.jpg,waw
dataset/waw/iArial_28 size107.jpg,waw
dataset/waw/iArial_28 size108.jpg,waw
dataset/waw/iArial_29 size104.jpg,waw
dataset/waw/iArial_29 size105.jpg,waw
dataset/waw/iArial_30 size96.jpg,waw
dataset/waw/iArial_30 size97.jpg,waw
dataset/waw/iArial_31 size114.jpg,waw
dataset/waw/iArial_31 size115.jpg,waw
dataset/waw/iArial_32 size112.jpg,waw
dataset/waw/iArial_32 size113.jpg,waw
dataset/waw/iArial_33 size100.jpg,waw
dataset/waw/iArial_33 size99.jpg,waw
dataset/waw/iArial_34 size93.jpg,waw
dataset/waw/iArial_34 size94.jpg,waw
dataset/waw/iArial_35 size93.jpg,waw
dataset/waw/iArial_35 size94.jpg,waw
dataset/waw/iArial_36 size102.jpg,waw
dataset/waw/iArial_36 size103.jpg,waw
dataset/waw/iArial_37 size101.jpg,waw
dataset/waw/iArial_37 size102.jpg,waw
dataset/waw/iArial_38 size100.jpg,waw
dataset/waw/iArial_38 size101.jpg,waw
dataset/waw/iArial_39 size92.jpg,waw
dataset/waw/iArial_39 size93.jpg,waw
dataset/waw/iArial_40 size112.jpg,waw
dataset/waw/iArial_40 size113.jpg,waw
dataset/waw/iCalibri_12 size102.jpg,waw
dataset/waw/iCalibri_12 size103.jpg,waw
dataset/waw/iCalibri_13 size93.jpg,waw
dataset/waw/iCalibri_13 size94.jpg,waw
dataset/waw/iCalibri_14 size87.jpg,waw
dataset/waw/iCalibri_14 size88.jpg,waw
dataset/waw/iCalibri_15 size74.jpg,waw
dataset/waw/iCalibri_15 size75.jpg,waw
dataset/waw/iCalibri_16 size115.jpg,waw
dataset/waw/iCalibri_16 size116.jpg,waw
dataset/waw/iCalibri_17 size106.jpg,waw
dataset/waw/iCalibri_17 size107.jpg,waw
dataset/waw/iCalibri_18 size100.jpg,waw
dataset/waw/iCalibri_18 size101.jpg,waw
dataset/waw/iCalibri_19 size94.jpg,waw
dataset/waw/iCalibri_19 size95.jpg,waw
dataset/waw/iCalibri_20 size84.jpg,waw
dataset/waw/iCalibri_20 size85.jpg,waw
dataset/waw/iCalibri_21 size115.jpg,waw
dataset/waw/iCalibri_21 size116.jpg,waw
dataset/waw/iCalibri_22 size110.jpg,waw
dataset/waw/iCalibri_22 size111.jpg,waw
dataset/waw/iCalibri_23 size106.jpg,waw
dataset/waw/iCalibri_23 size107.jpg,waw
dataset/waw/iCalibri_24 size101.jpg,waw
dataset/waw/iCalibri_24 size102.jpg,waw
dataset/waw/iCalibri_25 size91.jpg,waw
dataset/waw/iCalibri_25 size92.jpg,waw
dataset/waw/iCalibri_26 size116.jpg,waw
dataset/waw/iCalibri_26 size117.jpg,waw
dataset/waw/iCalibri_27 size112.jpg,waw
dataset/waw/iCalibri_27 size113.jpg,waw
dataset/waw/iCalibri_28 size109.jpg,waw
dataset/waw/iCalibri_28 size110.jpg,waw
dataset/waw/iCalibri_29 size101.jpg,waw
dataset/waw/iCalibri_29 size102.jpg,waw
dataset/waw/iCalibri_30 size95.jpg,waw
dataset/waw/iCalibri_30 size96.jpg,waw
dataset/waw/iCalibri_31 size117.jpg,waw
dataset/waw/iCalibri_31 size87.jpg,waw
dataset/waw/iCalibri_32 size113.jpg,waw
dataset/waw/iCalibri_32 size114.jpg,waw
dataset/waw/iCalibri_33 size108.jpg,waw
dataset/waw/iCalibri_33 size109.jpg,waw
dataset/waw/iCalibri_34 size104.jpg,waw
dataset/waw/iCalibri_34 size105.jpg,waw
dataset/waw/iCalibri_35 size92.jpg,waw
dataset/waw/iCalibri_35 size93.jpg,waw
dataset/waw/iCalibri_36 size116.jpg,waw
dataset/waw/iCalibri_36 size117.jpg,waw
dataset/waw/iCalibri_37 size114.jpg,waw
dataset/waw/iCalibri_37 size115.jpg,waw
dataset/waw/iCalibri_38 size111.jpg,waw
dataset/waw/iCalibri_38 size112.jpg,waw
dataset/waw/iCalibri_39 size106.jpg,waw
dataset/waw/iCalibri_39 size107.jpg,waw
dataset/waw/iCalibri_40 size98.jpg,waw
dataset/waw/iCalibri_40 size99.jpg,waw
dataset/waw/z100iAndalus_19 size.jpg,waw
dataset/waw/z100iAndalus_25 size.jpg,waw
dataset/waw/z100Typesetting_22 size.jpg,waw
dataset/waw/z100Unicode_29 size.jpg,waw
dataset/waw/z101iAndalus_15 size.jpg,waw
dataset/waw/z101iAndalus_19 size.jpg,waw
dataset/waw/z102iAndalus_36 size.jpg,waw
dataset/waw/z102Unicode_21 size.jpg,waw
dataset/waw/z103Unicode_13 size.jpg,waw
dataset/waw/z103Unicode_21 size.jpg,waw
dataset/waw/z104Typesetting_28 size.jpg,waw
dataset/waw/z104Typesetting_35 size.jpg,waw
dataset/waw/z104Unicode_13 size.jpg,waw
dataset/waw/z104Unicode_17 size.jpg,waw
dataset/waw/z104Unicode_25 size.jpg,waw
dataset/waw/z105iAndalus_24 size.jpg,waw
dataset/waw/z105iAndalus_35 size.jpg,waw
dataset/waw/z105Typesetting_21 size.jpg,waw
dataset/waw/z105Typesetting_28 size.jpg,waw
dataset/waw/z105Unicode_17 size.jpg,waw
dataset/waw/z105Unicode_25 size.jpg,waw
dataset/waw/z106iAndalus_24 size.jpg,waw
dataset/waw/z106iAndalus_35 size.jpg,waw
dataset/waw/z106Typesetting_14 size.jpg,waw
dataset/waw/z106Typesetting_21 size.jpg,waw
dataset/waw/z107iAndalus_18 size.jpg,waw
dataset/waw/z107iAndalus_20 size.jpg,waw
dataset/waw/z107Typesetting_14 size.jpg,waw
dataset/waw/z107Unicode_28 size.jpg,waw
dataset/waw/z108iAndalus_18 size.jpg,waw
dataset/waw/z108Typesetting_34 size.jpg,waw
dataset/waw/z108Typesetting_40 size.jpg,waw
dataset/waw/z108Unicode_28 size.jpg,waw
dataset/waw/z109Typesetting_27 size.jpg,waw
dataset/waw/z109Typesetting_34 size.jpg,waw
dataset/waw/z109Typesetting_40 size.jpg,waw
dataset/waw/z110iAndalus_29 size.jpg,waw
dataset/waw/z110Typesetting_27 size.jpg,waw
dataset/waw/z110Unicode_16 size.jpg,waw
dataset/waw/z110Unicode_20 size.jpg,waw
dataset/waw/z110Unicode_24 size.jpg,waw
dataset/waw/z111iAndalus_23 size.jpg,waw
dataset/waw/z111iAndalus_29 size.jpg,waw
dataset/waw/z111Typesetting_20 size.jpg,waw
dataset/waw/z111Unicode_14 size.jpg,waw
dataset/waw/z111Unicode_16 size.jpg,waw
dataset/waw/z111Unicode_20 size.jpg,waw
dataset/waw/z111Unicode_24 size.jpg,waw
dataset/waw/z112iAndalus_17 size.jpg,waw
dataset/waw/z112iAndalus_23 size.jpg,waw
dataset/waw/z112Typesetting_13 size.jpg,waw
dataset/waw/z112Typesetting_20 size.jpg,waw
dataset/waw/z112Typesetting_39 size.jpg,waw
dataset/waw/z112Unicode_14 size.jpg,waw
dataset/waw/z112Unicode_27 size.jpg,waw
dataset/waw/z113iAndalus_34 size.jpg,waw
dataset/waw/z113Typesetting_13 size.jpg,waw
dataset/waw/z113Typesetting_33 size.jpg,waw
dataset/waw/z113Typesetting_39 size.jpg,waw
dataset/waw/z113Unicode_27 size.jpg,waw
dataset/waw/z114iAndalus_28 size.jpg,waw
dataset/waw/z114iAndalus_34 size.jpg,waw
dataset/waw/z114Typesetting_33 size.jpg,waw
dataset/waw/z114Unicode_23 size.jpg,waw
dataset/waw/z115iAndalus_22 size.jpg,waw
dataset/waw/z115iAndalus_28 size.jpg,waw
dataset/waw/z115iAndalus_33 size.jpg,waw
dataset/waw/z115Typesetting_32 size.jpg,waw
dataset/waw/z115Typesetting_38 size.jpg,waw
dataset/waw/z115Unicode_23 size.jpg,waw
dataset/waw/z116iAndalus_22 size.jpg,waw
dataset/waw/z116iAndalus_33 size.jpg,waw
dataset/waw/z116Typesetting_19 size.jpg,waw
dataset/waw/z116Typesetting_32 size.jpg,waw
dataset/waw/z116Typesetting_38 size.jpg,waw
dataset/waw/z116Unicode_19 size.jpg,waw
dataset/waw/z117iAndalus_27 size.jpg,waw
dataset/waw/z117Unicode_15 size.jpg,waw
dataset/waw/z117Unicode_19 size.jpg,waw
dataset/waw/z120Typesetting_12 size.jpg,waw
dataset/waw/z120Unicode_30 size.jpg,waw
dataset/waw/z121Typesetting_12 size.jpg,waw
dataset/waw/z121Unicode_30 size.jpg,waw
dataset/waw/z68Typesetting_19 size.jpg,waw
dataset/waw/z74iAndalus_16 size.jpg,waw
dataset/waw/z75iAndalus_16 size.jpg,waw
dataset/waw/z77Typesetting_18 size.jpg,waw
dataset/waw/z78Typesetting_18 size.jpg,waw
dataset/waw/z79Typesetting_25 size.jpg,waw
dataset/waw/z79Typesetting_26 size.jpg,waw
dataset/waw/z79Unicode_15 size.jpg,waw
dataset/waw/z80Typesetting_25 size.jpg,waw
dataset/waw/z80Typesetting_26 size.jpg,waw
dataset/waw/z84iAndalus_21 size.jpg,waw
dataset/waw/z84iAndalus_27 size.jpg,waw
dataset/waw/z86Typesetting_31 size.jpg,waw
dataset/waw/z87Typesetting_31 size.jpg,waw
dataset/waw/z88iAndalus_15 size.jpg,waw
dataset/waw/z88Typesetting_17 size.jpg,waw
dataset/waw/z89iAndalus_15 size.jpg,waw
dataset/waw/z89Typesetting_17 size.jpg,waw
dataset/waw/z89Typesetting_24 size.jpg,waw
dataset/waw/z90iAndalus_26 size.jpg,waw
dataset/waw/z90iAndalus_32 size.jpg,waw
dataset/waw/z90Typesetting_24 size.jpg,waw
dataset/waw/z91iAndalus_26 size.jpg,waw
dataset/waw/z91iAndalus_32 size.jpg,waw
dataset/waw/z91Unicode_26 size.jpg,waw
dataset/waw/z92Unicode_18 size.jpg,waw
dataset/waw/z92Unicode_22 size.jpg,waw
dataset/waw/z92Unicode_26 size.jpg,waw
dataset/waw/z93Typesetting_16 size.jpg,waw
dataset/waw/z93Typesetting_30 size.jpg,waw
dataset/waw/z93Typesetting_36 size.jpg,waw
dataset/waw/z93Typesetting_37 size.jpg,waw
dataset/waw/z93Unicode_18 size.jpg,waw
dataset/waw/z93Unicode_22 size.jpg,waw
dataset/waw/z94Typesetting_16 size.jpg,waw
dataset/waw/z94Typesetting_30 size.jpg,waw
dataset/waw/z94Typesetting_36 size.jpg,waw
dataset/waw/z94Typesetting_37 size.jpg,waw
dataset/waw/z97iAndalus_20 size.jpg,waw
dataset/waw/z97Typesetting_15 size.jpg,waw
dataset/waw/z97Typesetting_23 size.jpg,waw
dataset/waw/z98iAndalus_15 size.jpg,waw
dataset/waw/z98iAndalus_20 size.jpg,waw
dataset/waw/z98iAndalus_31 size.jpg,waw
dataset/waw/z98Typesetting_15 size.jpg,waw
dataset/waw/z98Typesetting_23 size.jpg,waw
dataset/waw/z98Typesetting_29 size.jpg,waw
dataset/waw/z99iAndalus_25 size.jpg,waw
dataset/waw/z99iAndalus_31 size.jpg,waw
dataset/waw/z99Typesetting_22 size.jpg,waw
dataset/waw/z99Typesetting_29 size.jpg,waw
dataset/waw/z99Unicode_29 size.jpg,waw
dataset/yaa/iAndalus_30 size100.jpg,yaa
dataset/yaa/iAndalus_30 size101.jpg,yaa
dataset/yaa/iAndalus_30 size102.jpg,yaa
dataset/yaa/iAndalus_30 size103.jpg,yaa
dataset/yaa/iAndalus_30 size99.jpg,yaa
dataset/yaa/iAndalus_37 size113.jpg,yaa
dataset/yaa/iAndalus_37 size114.jpg,yaa
dataset/yaa/iAndalus_37 size115.jpg,yaa
dataset/yaa/iAndalus_37 size116.jpg,yaa
dataset/yaa/iAndalus_37 size117.jpg,yaa
dataset/yaa/iAndalus_38 size108.jpg,yaa
dataset/yaa/iAndalus_38 size109.jpg,yaa
dataset/yaa/iAndalus_38 size114.jpg,yaa
dataset/yaa/iAndalus_39 size109.jpg,yaa
dataset/yaa/iAndalus_39 size110.jpg,yaa
dataset/yaa/iAndalus_39 size111.jpg,yaa
dataset/yaa/iAndalus_39 size112.jpg,yaa
dataset/yaa/iAndalus_39 size113.jpg,yaa
dataset/yaa/iArial_12 size81.jpg,yaa
dataset/yaa/iArial_12 size82.jpg,yaa
dataset/yaa/iArial_12 size83.jpg,yaa
dataset/yaa/iArial_13 size114.jpg,yaa
dataset/yaa/iArial_13 size115.jpg,yaa
dataset/yaa/iArial_13 size72.jpg,yaa
dataset/yaa/iArial_13 size73.jpg,yaa
dataset/yaa/iArial_13 size74.jpg,yaa
dataset/yaa/iArial_14 size105.jpg,yaa
dataset/yaa/iArial_14 size106.jpg,yaa
dataset/yaa/iArial_14 size107.jpg,yaa
dataset/yaa/iArial_14 size108.jpg,yaa
dataset/yaa/iArial_14 size109.jpg,yaa
dataset/yaa/iArial_15 size100.jpg,yaa
dataset/yaa/iArial_15 size101.jpg,yaa
dataset/yaa/iArial_15 size102.jpg,yaa
dataset/yaa/iArial_15 size98.jpg,yaa
dataset/yaa/iArial_15 size99.jpg,yaa
dataset/yaa/iArial_16 size91.jpg,yaa
dataset/yaa/iArial_16 size92.jpg,yaa
dataset/yaa/iArial_16 size93.jpg,yaa
dataset/yaa/iArial_16 size94.jpg,yaa
dataset/yaa/iArial_16 size95.jpg,yaa
dataset/yaa/iArial_17 size114.jpg,yaa
dataset/yaa/iArial_17 size115.jpg,yaa
dataset/yaa/iArial_17 size81.jpg,yaa
dataset/yaa/iArial_17 size82.jpg,yaa
dataset/yaa/iArial_17 size83.jpg,yaa
dataset/yaa/iArial_18 size108.jpg,yaa
dataset/yaa/iArial_18 size109.jpg,yaa
dataset/yaa/iArial_18 size110.jpg,yaa
dataset/yaa/iArial_18 size111.jpg,yaa
dataset/yaa/iArial_18 size112.jpg,yaa
dataset/yaa/iArial_19 size103.jpg,yaa
dataset/yaa/iArial_19 size104.jpg,yaa
dataset/yaa/iArial_19 size105.jpg,yaa
dataset/yaa/iArial_19 size106.jpg,yaa
dataset/yaa/iArial_19 size107.jpg,yaa
dataset/yaa/iArial_20 size100.jpg,yaa
dataset/yaa/iArial_20 size96.jpg,yaa
dataset/yaa/iArial_20 size97.jpg,yaa
dataset/yaa/iArial_20 size98.jpg,yaa
dataset/yaa/iArial_20 size99.jpg,yaa
dataset/yaa/iArial_21 size88.jpg,yaa
dataset/yaa/iArial_21 size89.jpg,yaa
dataset/yaa/iArial_21 size90.jpg,yaa
dataset/yaa/iArial_21 size91.jpg,yaa
dataset/yaa/iArial_21 size92.jpg,yaa
dataset/yaa/iArial_22 size111.jpg,yaa
dataset/yaa/iArial_22 size112.jpg,yaa
dataset/yaa/iArial_22 size113.jpg,yaa
dataset/yaa/iArial_22 size114.jpg,yaa
dataset/yaa/iArial_22 size115.jpg,yaa
dataset/yaa/iArial_23 size105.jpg,yaa
dataset/yaa/iArial_23 size106.jpg,yaa
dataset/yaa/iArial_23 size107.jpg,yaa
dataset/yaa/iArial_23 size108.jpg,yaa
dataset/yaa/iArial_23 size109.jpg,yaa
dataset/yaa/iArial_24 size102.jpg,yaa
dataset/yaa/iArial_24 size103.jpg,yaa
dataset/yaa/iArial_24 size104.jpg,yaa
dataset/yaa/iArial_24 size105.jpg,yaa
dataset/yaa/iArial_24 size106.jpg,yaa
dataset/yaa/iArial_25 size95.jpg,yaa
dataset/yaa/iArial_25 size96.jpg,yaa
dataset/yaa/iArial_25 size97.jpg,yaa
dataset/yaa/iArial_25 size98.jpg,yaa
dataset/yaa/iArial_25 size99.jpg,yaa
dataset/yaa/iArial_26 size112.jpg,yaa
dataset/yaa/iArial_26 size113.jpg,yaa
dataset/yaa/iArial_26 size114.jpg,yaa
dataset/yaa/iArial_26 size115.jpg,yaa
dataset/yaa/iArial_26 size89.jpg,yaa
dataset/yaa/iArial_27 size106.jpg,yaa
dataset/yaa/iArial_27 size107.jpg,yaa
dataset/yaa/iArial_27 size108.jpg,yaa
dataset/yaa/iArial_27 size109.jpg,yaa
dataset/yaa/iArial_27 size110.jpg,yaa
dataset/yaa/iArial_28 size102.jpg,yaa
dataset/yaa/iArial_28 size103.jpg,yaa
dataset/yaa/iArial_28 size104.jpg,yaa
dataset/yaa/iArial_28 size105.jpg,yaa
dataset/yaa/iArial_28 size106.jpg,yaa
dataset/yaa/iArial_29 size100.jpg,yaa
dataset/yaa/iArial_29 size101.jpg,yaa
dataset/yaa/iArial_29 size102.jpg,yaa
dataset/yaa/iArial_29 size103.jpg,yaa
dataset/yaa/iArial_29 size99.jpg,yaa
dataset/yaa/iArial_30 size114.jpg,yaa
dataset/yaa/iArial_30 size115.jpg,yaa
dataset/yaa/iArial_30 size93.jpg,yaa
dataset/yaa/iArial_30 size94.jpg,yaa
dataset/yaa/iArial_30 size95.jpg,yaa
dataset/yaa/iArial_31 size109.jpg,yaa
dataset/yaa/iArial_31 size110.jpg,yaa
dataset/yaa/iArial_31 size111.jpg,yaa
dataset/yaa/iArial_31 size112.jpg,yaa
dataset/yaa/iArial_31 size113.jpg,yaa
dataset/yaa/iArial_32 size107.jpg,yaa
dataset/yaa/iArial_32 size108.jpg,yaa
dataset/yaa/iArial_32 size109.jpg,yaa
dataset/yaa/iArial_32 size110.jpg,yaa
dataset/yaa/iArial_32 size111.jpg,yaa
dataset/yaa/iArial_33 size94.jpg,yaa
dataset/yaa/iArial_33 size95.jpg,yaa
dataset/yaa/iArial_33 size96.jpg,yaa
dataset/yaa/iArial_33 size97.jpg,yaa
dataset/yaa/iArial_33 size98.jpg,yaa
dataset/yaa/iArial_34 size108.jpg,yaa
dataset/yaa/iArial_34 size109.jpg,yaa
dataset/yaa/iArial_34 size90.jpg,yaa
dataset/yaa/iArial_34 size91.jpg,yaa
dataset/yaa/iArial_34 size92.jpg,yaa
dataset/yaa/iArial_35 size111.jpg,yaa
dataset/yaa/iArial_35 size112.jpg,yaa
dataset/yaa/iArial_35 size113.jpg,yaa
dataset/yaa/iArial_35 size114.jpg,yaa
dataset/yaa/iArial_35 size115.jpg,yaa
dataset/yaa/iArial_36 size100.jpg,yaa
dataset/yaa/iArial_36 size101.jpg,yaa
dataset/yaa/iArial_36 size97.jpg,yaa
dataset/yaa/iArial_36 size98.jpg,yaa
dataset/yaa/iArial_36 size99.jpg,yaa
dataset/yaa/iArial_37 size100.jpg,yaa
dataset/yaa/iArial_37 size96.jpg,yaa
dataset/yaa/iArial_37 size97.jpg,yaa
dataset/yaa/iArial_37 size98.jpg,yaa
dataset/yaa/iArial_37 size99.jpg,yaa
dataset/yaa/iArial_38 size95.jpg,yaa
dataset/yaa/iArial_38 size96.jpg,yaa
dataset/yaa/iArial_38 size97.jpg,yaa
dataset/yaa/iArial_38 size98.jpg,yaa
dataset/yaa/iArial_38 size99.jpg,yaa
dataset/yaa/iArial_39 size106.jpg,yaa
dataset/yaa/iArial_39 size107.jpg,yaa
dataset/yaa/iArial_39 size108.jpg,yaa
dataset/yaa/iArial_39 size109.jpg,yaa
dataset/yaa/iArial_39 size110.jpg,yaa
dataset/yaa/iArial_40 size107.jpg,yaa
dataset/yaa/iArial_40 size108.jpg,yaa
dataset/yaa/iArial_40 size109.jpg,yaa
dataset/yaa/iArial_40 size110.jpg,yaa
dataset/yaa/iArial_40 size111.jpg,yaa
dataset/yaa/iCalibri_12 size100.jpg,yaa
dataset/yaa/iCalibri_12 size101.jpg,yaa
dataset/yaa/iCalibri_12 size97.jpg,yaa
dataset/yaa/iCalibri_12 size98.jpg,yaa
dataset/yaa/iCalibri_12 size99.jpg,yaa
dataset/yaa/iCalibri_13 size88.jpg,yaa
dataset/yaa/iCalibri_13 size89.jpg,yaa
dataset/yaa/iCalibri_13 size90.jpg,yaa
dataset/yaa/iCalibri_13 size91.jpg,yaa
dataset/yaa/iCalibri_13 size92.jpg,yaa
dataset/yaa/iCalibri_14 size82.jpg,yaa
dataset/yaa/iCalibri_14 size83.jpg,yaa
dataset/yaa/iCalibri_14 size84.jpg,yaa
dataset/yaa/iCalibri_14 size85.jpg,yaa
dataset/yaa/iCalibri_14 size86.jpg,yaa
dataset/yaa/iCalibri_15 size115.jpg,yaa
dataset/yaa/iCalibri_15 size70.jpg,yaa
dataset/yaa/iCalibri_15 size71.jpg,yaa
dataset/yaa/iCalibri_15 size72.jpg,yaa
dataset/yaa/iCalibri_15 size73.jpg,yaa
dataset/yaa/iCalibri_16 size110.jpg,yaa
dataset/yaa/iCalibri_16 size111.jpg,yaa
dataset/yaa/iCalibri_16 size112.jpg,yaa
dataset/yaa/iCalibri_16 size113.jpg,yaa
dataset/yaa/iCalibri_16 size114.jpg,yaa
dataset/yaa/iCalibri_17 size101.jpg,yaa
dataset/yaa/iCalibri_17 size102.jpg,yaa
dataset/yaa/iCalibri_17 size103.jpg,yaa
dataset/yaa/iCalibri_17 size104.jpg,yaa
dataset/yaa/iCalibri_17 size105.jpg,yaa
dataset/yaa/iCalibri_18 size95.jpg,yaa
dataset/yaa/iCalibri_18 size96.jpg,yaa
dataset/yaa/iCalibri_18 size97.jpg,yaa
dataset/yaa/iCalibri_18 size98.jpg,yaa
dataset/yaa/iCalibri_18 size99.jpg,yaa
dataset/yaa/iCalibri_19 size89.jpg,yaa
dataset/yaa/iCalibri_19 size90.jpg,yaa
dataset/yaa/iCalibri_19 size91.jpg,yaa
dataset/yaa/iCalibri_19 size92.jpg,yaa
dataset/yaa/iCalibri_19 size93.jpg,yaa
dataset/yaa/iCalibri_20 size81.jpg,yaa
dataset/yaa/iCalibri_20 size82.jpg,yaa
dataset/yaa/iCalibri_20 size83.jpg,yaa
dataset/yaa/iCalibri_21 size110.jpg,yaa
dataset/yaa/iCalibri_21 size111.jpg,yaa
dataset/yaa/iCalibri_21 size112.jpg,yaa
dataset/yaa/iCalibri_21 size113.jpg,yaa
dataset/yaa/iCalibri_21 size114.jpg,yaa
dataset/yaa/iCalibri_22 size105.jpg,yaa
dataset/yaa/iCalibri_22 size106.jpg,yaa
dataset/yaa/iCalibri_22 size107.jpg,yaa
dataset/yaa/iCalibri_22 size108.jpg,yaa
dataset/yaa/iCalibri_22 size109.jpg,yaa
dataset/yaa/iCalibri_23 size101.jpg,yaa
dataset/yaa/iCalibri_23 size102.jpg,yaa
dataset/yaa/iCalibri_23 size103.jpg,yaa
dataset/yaa/iCalibri_23 size104.jpg,yaa
dataset/yaa/iCalibri_23 size105.jpg,yaa
dataset/yaa/iCalibri_24 size100.jpg,yaa
dataset/yaa/iCalibri_24 size96.jpg,yaa
dataset/yaa/iCalibri_24 size97.jpg,yaa
dataset/yaa/iCalibri_24 size98.jpg,yaa
dataset/yaa/iCalibri_24 size99.jpg,yaa
dataset/yaa/iCalibri_25 size117.jpg,yaa
dataset/yaa/iCalibri_25 size87.jpg,yaa
dataset/yaa/iCalibri_25 size88.jpg,yaa
dataset/yaa/iCalibri_25 size89.jpg,yaa
dataset/yaa/iCalibri_25 size90.jpg,yaa
dataset/yaa/iCalibri_26 size111.jpg,yaa
dataset/yaa/iCalibri_26 size112.jpg,yaa
dataset/yaa/iCalibri_26 size113.jpg,yaa
dataset/yaa/iCalibri_26 size114.jpg,yaa
dataset/yaa/iCalibri_26 size115.jpg,yaa
dataset/yaa/iCalibri_27 size107.jpg,yaa
dataset/yaa/iCalibri_27 size108.jpg,yaa
dataset/yaa/iCalibri_27 size109.jpg,yaa
dataset/yaa/iCalibri_27 size110.jpg,yaa
dataset/yaa/iCalibri_27 size111.jpg,yaa
dataset/yaa/iCalibri_28 size104.jpg,yaa
dataset/yaa/iCalibri_28 size105.jpg,yaa
dataset/yaa/iCalibri_28 size106.jpg,yaa
dataset/yaa/iCalibri_28 size107.jpg,yaa
dataset/yaa/iCalibri_28 size108.jpg,yaa
dataset/yaa/iCalibri_29 size100.jpg,yaa
dataset/yaa/iCalibri_29 size96.jpg,yaa
dataset/yaa/iCalibri_29 size97.jpg,yaa
dataset/yaa/iCalibri_29 size98.jpg,yaa
dataset/yaa/iCalibri_29 size99.jpg,yaa
dataset/yaa/iCalibri_30 size117.jpg,yaa
dataset/yaa/iCalibri_30 size91.jpg,yaa
dataset/yaa/iCalibri_30 size92.jpg,yaa
dataset/yaa/iCalibri_30 size93.jpg,yaa
dataset/yaa/iCalibri_30 size94.jpg,yaa
dataset/yaa/iCalibri_31 size112.jpg,yaa
dataset/yaa/iCalibri_31 size113.jpg,yaa
dataset/yaa/iCalibri_31 size114.jpg,yaa
dataset/yaa/iCalibri_31 size115.jpg,yaa
dataset/yaa/iCalibri_31 size116.jpg,yaa
dataset/yaa/iCalibri_32 size108.jpg,yaa
dataset/yaa/iCalibri_32 size109.jpg,yaa
dataset/yaa/iCalibri_32 size110.jpg,yaa
dataset/yaa/iCalibri_32 size111.jpg,yaa
dataset/yaa/iCalibri_32 size112.jpg,yaa
dataset/yaa/iCalibri_33 size103.jpg,yaa
dataset/yaa/iCalibri_33 size104.jpg,yaa
dataset/yaa/iCalibri_33 size105.jpg,yaa
